Year,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2018,,,,Por 10.000,,3.8
2019,,,,Por 10.000,,3.1
2021,,,,Por 10.000,,4.6
2020,,,,Por 10.000,,4.0
2020,,,Abadiño,Por 10.000,Abadiño,5.2
2019,,,Abadiño,Por 10.000,Abadiño,0.0
2018,,,Abadiño,Por 10.000,Abadiño,5.2
2019,,,Abaltzisketa,Por 10.000,Abaltzisketa,0.0
2018,,,Abaltzisketa,Por 10.000,Abaltzisketa,0.0
2020,,,Abaltzisketa,Por 10.000,Abaltzisketa,0.0
2020,,,Abanto y Ciérvana-Abanto Zierbena,Por 10.000,Abanto y Ciérvana-Abanto Zierbena,0.0
2018,,,Abanto y Ciérvana-Abanto Zierbena,Por 10.000,Abanto y Ciérvana-Abanto Zierbena,2.1
2019,,,Abanto y Ciérvana-Abanto Zierbena,Por 10.000,Abanto y Ciérvana-Abanto Zierbena,0.0
2019,,,Aduna,Por 10.000,Aduna,0.0
2018,,,Aduna,Por 10.000,Aduna,0.0
2020,,,Aduna,Por 10.000,Aduna,0.0
2020,,,Agurain/Salvatierra,Por 10.000,Agurain/Salvatierra,3.9
2018,,,Agurain/Salvatierra,Por 10.000,Agurain/Salvatierra,0.0
2019,,,Agurain/Salvatierra,Por 10.000,Agurain/Salvatierra,0.0
2018,,,Aia,Por 10.000,Aia,0.0
2020,,,Aia,Por 10.000,Aia,0.0
2019,,,Aia,Por 10.000,Aia,10.5
2020,,,Aizarnazabal,Por 10.000,Aizarnazabal,0.0
2018,,,Aizarnazabal,Por 10.000,Aizarnazabal,0.0
2019,,,Aizarnazabal,Por 10.000,Aizarnazabal,0.0
2020,,,Ajangiz,Por 10.000,Ajangiz,0.0
2018,,,Ajangiz,Por 10.000,Ajangiz,0.0
2019,,,Ajangiz,Por 10.000,Ajangiz,0.0
2018,,,Albiztur,Por 10.000,Albiztur,0.0
2020,,,Albiztur,Por 10.000,Albiztur,0.0
2019,,,Albiztur,Por 10.000,Albiztur,0.0
2020,,,Alegia,Por 10.000,Alegia,0.0
2019,,,Alegia,Por 10.000,Alegia,0.0
2018,,,Alegia,Por 10.000,Alegia,0.0
2020,,,Alegría-Dulantzi,Por 10.000,Alegría-Dulantzi,13.1
2018,,,Alegría-Dulantzi,Por 10.000,Alegría-Dulantzi,0.0
2019,,,Alegría-Dulantzi,Por 10.000,Alegría-Dulantzi,0.0
2018,,,Alkiza,Por 10.000,Alkiza,0.0
2019,,,Alkiza,Por 10.000,Alkiza,0.0
2020,,,Alkiza,Por 10.000,Alkiza,0.0
2020,,,Alonsotegi,Por 10.000,Alonsotegi,0.0
2018,,,Alonsotegi,Por 10.000,Alonsotegi,0.0
2019,,,Alonsotegi,Por 10.000,Alonsotegi,0.0
2020,,,Altzaga,Por 10.000,Altzaga,0.0
2018,,,Altzaga,Por 10.000,Altzaga,0.0
2019,,,Altzaga,Por 10.000,Altzaga,0.0
2020,,,Altzo,Por 10.000,Altzo,0.0
2018,,,Altzo,Por 10.000,Altzo,0.0
2019,,,Altzo,Por 10.000,Altzo,0.0
2020,,,Amezketa,Por 10.000,Amezketa,0.0
2019,,,Amezketa,Por 10.000,Amezketa,0.0
2018,,,Amezketa,Por 10.000,Amezketa,22.9
2020,,,Amorebieta-Etxano,Por 10.000,Amorebieta-Etxano,1.0
2019,,,Amorebieta-Etxano,Por 10.000,Amorebieta-Etxano,0.0
2018,,,Amorebieta-Etxano,Por 10.000,Amorebieta-Etxano,3.1
2018,,,Amoroto,Por 10.000,Amoroto,0.0
2019,,,Amoroto,Por 10.000,Amoroto,0.0
2020,,,Amoroto,Por 10.000,Amoroto,0.0
2020,,,Amurrio,Por 10.000,Amurrio,3.8
2018,,,Amurrio,Por 10.000,Amurrio,0.0
2019,,,Amurrio,Por 10.000,Amurrio,0.0
2018,,,Andoain,Por 10.000,Andoain,0.0
2020,,,Andoain,Por 10.000,Andoain,0.0
2019,,,Andoain,Por 10.000,Andoain,0.0
2019,,,Anoeta,Por 10.000,Anoeta,0.0
2018,,,Anoeta,Por 10.000,Anoeta,0.0
2020,,,Anoeta,Por 10.000,Anoeta,0.0
2019,,,Antzuola,Por 10.000,Antzuola,0.0
2018,,,Antzuola,Por 10.000,Antzuola,0.0
2020,,,Antzuola,Por 10.000,Antzuola,0.0
2019,,,Añana,Por 10.000,Añana,0.0
2020,,,Añana,Por 10.000,Añana,0.0
2018,,,Añana,Por 10.000,Añana,0.0
2018,,,Arakaldo,Por 10.000,Arakaldo,0.0
2020,,,Arakaldo,Por 10.000,Arakaldo,0.0
2019,,,Arakaldo,Por 10.000,Arakaldo,0.0
2020,,,Arama,Por 10.000,Arama,0.0
2019,,,Arama,Por 10.000,Arama,0.0
2018,,,Arama,Por 10.000,Arama,0.0
2020,,,Aramaio,Por 10.000,Aramaio,0.0
2018,,,Aramaio,Por 10.000,Aramaio,13.9
2019,,,Aramaio,Por 10.000,Aramaio,0.0
2019,,,Arantzazu,Por 10.000,Arantzazu,0.0
2020,,,Arantzazu,Por 10.000,Arantzazu,0.0
2018,,,Arantzazu,Por 10.000,Arantzazu,0.0
2020,,,Areatza,Por 10.000,Areatza,0.0
2018,,,Areatza,Por 10.000,Areatza,0.0
2019,,,Areatza,Por 10.000,Areatza,0.0
2018,,,Aretxabaleta,Por 10.000,Aretxabaleta,0.0
2019,,,Aretxabaleta,Por 10.000,Aretxabaleta,2.8
2020,,,Aretxabaleta,Por 10.000,Aretxabaleta,0.0
2020,,,Armiñón,Por 10.000,Armiñón,0.0
2019,,,Armiñón,Por 10.000,Armiñón,0.0
2018,,,Armiñón,Por 10.000,Armiñón,0.0
2020,,,Arraia-Maeztu,Por 10.000,Arraia-Maeztu,0.0
2019,,,Arraia-Maeztu,Por 10.000,Arraia-Maeztu,0.0
2018,,,Arraia-Maeztu,Por 10.000,Arraia-Maeztu,0.0
2020,,,Arrankudiaga-Zollo,Por 10.000,Arrankudiaga-Zollo,0.0
2019,,,Arrankudiaga-Zollo,Por 10.000,Arrankudiaga-Zollo,0.0
2018,,,Arrankudiaga-Zollo,Por 10.000,Arrankudiaga-Zollo,19.6
2020,,,Arrasate/Mondragón,Por 10.000,Arrasate/Mondragón,11.8
2018,,,Arrasate/Mondragón,Por 10.000,Arrasate/Mondragón,2.7
2019,,,Arrasate/Mondragón,Por 10.000,Arrasate/Mondragón,0.9
2019,,,Arratzu,Por 10.000,Arratzu,0.0
2018,,,Arratzu,Por 10.000,Arratzu,0.0
2020,,,Arratzu,Por 10.000,Arratzu,0.0
2018,,,Arratzua-Ubarrundia,Por 10.000,Arratzua-Ubarrundia,0.0
2019,,,Arratzua-Ubarrundia,Por 10.000,Arratzua-Ubarrundia,21.0
2020,,,Arratzua-Ubarrundia,Por 10.000,Arratzua-Ubarrundia,20.2
2019,,,Arrieta,Por 10.000,Arrieta,0.0
2018,,,Arrieta,Por 10.000,Arrieta,0.0
2020,,,Arrieta,Por 10.000,Arrieta,0.0
2020,,,Arrigorriaga,Por 10.000,Arrigorriaga,4.9
2018,,,Arrigorriaga,Por 10.000,Arrigorriaga,3.3
2019,,,Arrigorriaga,Por 10.000,Arrigorriaga,3.2
2019,,,Artea,Por 10.000,Artea,0.0
2018,,,Artea,Por 10.000,Artea,0.0
2020,,,Artea,Por 10.000,Artea,0.0
2018,,,Artzentales,Por 10.000,Artzentales,0.0
2020,,,Artzentales,Por 10.000,Artzentales,0.0
2019,,,Artzentales,Por 10.000,Artzentales,0.0
2018,,,Artziniega,Por 10.000,Artziniega,10.4
2020,,,Artziniega,Por 10.000,Artziniega,0.0
2019,,,Artziniega,Por 10.000,Artziniega,0.0
2019,,,Asparrena,Por 10.000,Asparrena,24.6
2018,,,Asparrena,Por 10.000,Asparrena,0.0
2020,,,Asparrena,Por 10.000,Asparrena,0.0
2020,,,Asteasu,Por 10.000,Asteasu,0.0
2018,,,Asteasu,Por 10.000,Asteasu,0.0
2019,,,Asteasu,Por 10.000,Asteasu,0.0
2019,,,Astigarraga,Por 10.000,Astigarraga,0.0
2018,,,Astigarraga,Por 10.000,Astigarraga,3.1
2020,,,Astigarraga,Por 10.000,Astigarraga,0.0
2019,,,Ataun,Por 10.000,Ataun,0.0
2020,,,Ataun,Por 10.000,Ataun,0.0
2018,,,Ataun,Por 10.000,Ataun,0.0
2019,,,Atxondo,Por 10.000,Atxondo,0.0
2018,,,Atxondo,Por 10.000,Atxondo,0.0
2020,,,Atxondo,Por 10.000,Atxondo,0.0
2019,,,Aulesti,Por 10.000,Aulesti,0.0
2018,,,Aulesti,Por 10.000,Aulesti,0.0
2020,,,Aulesti,Por 10.000,Aulesti,0.0
2018,,,Ayala/Aiara,Por 10.000,Ayala/Aiara,6.9
2019,,,Ayala/Aiara,Por 10.000,Ayala/Aiara,6.9
2020,,,Ayala/Aiara,Por 10.000,Ayala/Aiara,0.0
2019,,,Azkoitia,Por 10.000,Azkoitia,0.0
2018,,,Azkoitia,Por 10.000,Azkoitia,1.7
2020,,,Azkoitia,Por 10.000,Azkoitia,1.7
2020,,,Azpeitia,Por 10.000,Azpeitia,0.0
2019,,,Azpeitia,Por 10.000,Azpeitia,0.0
2018,,,Azpeitia,Por 10.000,Azpeitia,8.0
2019,,,Bakio,Por 10.000,Bakio,0.0
2018,,,Bakio,Por 10.000,Bakio,0.0
2020,,,Bakio,Por 10.000,Bakio,14.3
2019,,,Baliarrain,Por 10.000,Baliarrain,0.0
2018,,,Baliarrain,Por 10.000,Baliarrain,0.0
2020,,,Baliarrain,Por 10.000,Baliarrain,0.0
2018,,,Balmaseda,Por 10.000,Balmaseda,0.0
2019,,,Balmaseda,Por 10.000,Balmaseda,5.0
2020,,,Balmaseda,Por 10.000,Balmaseda,7.5
2018,,,Baños de Ebro/Mañueta,Por 10.000,Baños de Ebro/Mañueta,0.0
2020,,,Baños de Ebro/Mañueta,Por 10.000,Baños de Ebro/Mañueta,0.0
2019,,,Baños de Ebro/Mañueta,Por 10.000,Baños de Ebro/Mañueta,0.0
2020,,,Barakaldo,Por 10.000,Barakaldo,5.9
2019,,,Barakaldo,Por 10.000,Barakaldo,2.5
2018,,,Barakaldo,Por 10.000,Barakaldo,4.1
2020,,,Barrika,Por 10.000,Barrika,0.0
2019,,,Barrika,Por 10.000,Barrika,0.0
2018,,,Barrika,Por 10.000,Barrika,0.0
2020,,,Barrundia,Por 10.000,Barrundia,0.0
2018,,,Barrundia,Por 10.000,Barrundia,0.0
2019,,,Barrundia,Por 10.000,Barrundia,0.0
2020,,,Basauri,Por 10.000,Basauri,3.8
2018,,,Basauri,Por 10.000,Basauri,3.8
2019,,,Basauri,Por 10.000,Basauri,2.4
2018,,,Beasain,Por 10.000,Beasain,7.3
2020,,,Beasain,Por 10.000,Beasain,1.5
2019,,,Beasain,Por 10.000,Beasain,2.9
2018,,,Bedia,Por 10.000,Bedia,0.0
2020,,,Bedia,Por 10.000,Bedia,0.0
2019,,,Bedia,Por 10.000,Bedia,0.0
2019,,,Beizama,Por 10.000,Beizama,0.0
2020,,,Beizama,Por 10.000,Beizama,0.0
2018,,,Beizama,Por 10.000,Beizama,0.0
2018,,,Belauntza,Por 10.000,Belauntza,0.0
2019,,,Belauntza,Por 10.000,Belauntza,0.0
2020,,,Belauntza,Por 10.000,Belauntza,0.0
2020,,,Berango,Por 10.000,Berango,2.6
2019,,,Berango,Por 10.000,Berango,0.0
2018,,,Berango,Por 10.000,Berango,0.0
2020,,,Berantevilla,Por 10.000,Berantevilla,0.0
2019,,,Berantevilla,Por 10.000,Berantevilla,0.0
2018,,,Berantevilla,Por 10.000,Berantevilla,0.0
2018,,,Berastegi,Por 10.000,Berastegi,0.0
2019,,,Berastegi,Por 10.000,Berastegi,0.0
2020,,,Berastegi,Por 10.000,Berastegi,0.0
2019,,,Bergara,Por 10.000,Bergara,5.4
2020,,,Bergara,Por 10.000,Bergara,4.1
2018,,,Bergara,Por 10.000,Bergara,5.3
2019,,,Bermeo,Por 10.000,Bermeo,2.3
2020,,,Bermeo,Por 10.000,Bermeo,1.2
2018,,,Bermeo,Por 10.000,Bermeo,3.5
2018,,,Bernedo,Por 10.000,Bernedo,0.0
2020,,,Bernedo,Por 10.000,Bernedo,0.0
2019,,,Bernedo,Por 10.000,Bernedo,0.0
2018,,,Berriatua,Por 10.000,Berriatua,0.0
2020,,,Berriatua,Por 10.000,Berriatua,0.0
2019,,,Berriatua,Por 10.000,Berriatua,0.0
2020,,,Berriz,Por 10.000,Berriz,0.0
2019,,,Berriz,Por 10.000,Berriz,0.0
2018,,,Berriz,Por 10.000,Berriz,4.3
2018,,,Berrobi,Por 10.000,Berrobi,0.0
2020,,,Berrobi,Por 10.000,Berrobi,0.0
2019,,,Berrobi,Por 10.000,Berrobi,0.0
2018,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2019,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2020,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2018,,,Bilbao,Por 10.000,Bilbao,5.6
2020,,,Bilbao,Por 10.000,Bilbao,4.5
2019,,,Bilbao,Por 10.000,Bilbao,3.5
2018,,,Busturia,Por 10.000,Busturia,0.0
2019,,,Busturia,Por 10.000,Busturia,0.0
2020,,,Busturia,Por 10.000,Busturia,0.0
2020,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,0.0
2018,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,0.0
2019,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,0.0
2019,,,Deba,Por 10.000,Deba,0.0
2018,,,Deba,Por 10.000,Deba,3.7
2020,,,Deba,Por 10.000,Deba,0.0
2019,,,Derio,Por 10.000,Derio,2.9
2020,,,Derio,Por 10.000,Derio,2.8
2018,,,Derio,Por 10.000,Derio,5.9
2018,,,Dima,Por 10.000,Dima,0.0
2019,,,Dima,Por 10.000,Dima,0.0
2020,,,Dima,Por 10.000,Dima,0.0
2018,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,4.9
2020,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,5.7
2019,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,3.4
2018,,,Durango,Por 10.000,Durango,3.3
2020,,,Durango,Por 10.000,Durango,4.5
2019,,,Durango,Por 10.000,Durango,3.2
2020,,,Ea,Por 10.000,Ea,0.0
2019,,,Ea,Por 10.000,Ea,0.0
2018,,,Ea,Por 10.000,Ea,0.0
2019,,,Eibar,Por 10.000,Eibar,2.8
2020,,,Eibar,Por 10.000,Eibar,6.4
2018,,,Eibar,Por 10.000,Eibar,2.8
2020,,,Elantxobe,Por 10.000,Elantxobe,0.0
2019,,,Elantxobe,Por 10.000,Elantxobe,0.0
2018,,,Elantxobe,Por 10.000,Elantxobe,0.0
2018,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2019,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2020,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2018,,,Elciego,Por 10.000,Elciego,0.0
2019,,,Elciego,Por 10.000,Elciego,0.0
2020,,,Elciego,Por 10.000,Elciego,0.0
2020,,,Elduain,Por 10.000,Elduain,0.0
2018,,,Elduain,Por 10.000,Elduain,0.0
2019,,,Elduain,Por 10.000,Elduain,0.0
2018,,,Elgeta,Por 10.000,Elgeta,0.0
2020,,,Elgeta,Por 10.000,Elgeta,0.0
2019,,,Elgeta,Por 10.000,Elgeta,0.0
2019,,,Elgoibar,Por 10.000,Elgoibar,6.9
2018,,,Elgoibar,Por 10.000,Elgoibar,3.4
2020,,,Elgoibar,Por 10.000,Elgoibar,0.0
2018,,,Elorrio,Por 10.000,Elorrio,2.6
2019,,,Elorrio,Por 10.000,Elorrio,0.0
2020,,,Elorrio,Por 10.000,Elorrio,0.0
2020,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,0.0
2018,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,0.0
2019,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,0.0
2018,,,Erandio,Por 10.000,Erandio,6.4
2019,,,Erandio,Por 10.000,Erandio,6.4
2020,,,Erandio,Por 10.000,Erandio,4.8
2018,,,Ereño,Por 10.000,Ereño,0.0
2019,,,Ereño,Por 10.000,Ereño,0.0
2020,,,Ereño,Por 10.000,Ereño,0.0
2020,,,Ermua,Por 10.000,Ermua,0.0
2019,,,Ermua,Por 10.000,Ermua,1.2
2018,,,Ermua,Por 10.000,Ermua,1.2
2018,,,Errenteria,Por 10.000,Errenteria,1.9
2019,,,Errenteria,Por 10.000,Errenteria,2.4
2020,,,Errenteria,Por 10.000,Errenteria,4.4
2019,,,Errezil,Por 10.000,Errezil,0.0
2020,,,Errezil,Por 10.000,Errezil,38.6
2018,,,Errezil,Por 10.000,Errezil,0.0
2020,,,Erriberagoitia/Ribera Alta,Por 10.000,Erriberagoitia/Ribera Alta,0.0
2019,,,Erriberagoitia/Ribera Alta,Por 10.000,Erriberagoitia/Ribera Alta,0.0
2018,,,Erriberagoitia/Ribera Alta,Por 10.000,Erriberagoitia/Ribera Alta,0.0
2018,,,Errigoiti,Por 10.000,Errigoiti,0.0
2020,,,Errigoiti,Por 10.000,Errigoiti,0.0
2019,,,Errigoiti,Por 10.000,Errigoiti,0.0
2018,,,Eskoriatza,Por 10.000,Eskoriatza,0.0
2019,,,Eskoriatza,Por 10.000,Eskoriatza,0.0
2020,,,Eskoriatza,Por 10.000,Eskoriatza,4.9
2018,,,Etxebarri,Por 10.000,Etxebarri,0.0
2019,,,Etxebarri,Por 10.000,Etxebarri,1.7
2020,,,Etxebarri,Por 10.000,Etxebarri,1.7
2019,,,Etxebarria,Por 10.000,Etxebarria,0.0
2018,,,Etxebarria,Por 10.000,Etxebarria,0.0
2020,,,Etxebarria,Por 10.000,Etxebarria,0.0
2019,,,Ezkio-Itsaso,Por 10.000,Ezkio-Itsaso,34.0
2020,,,Ezkio-Itsaso,Por 10.000,Ezkio-Itsaso,0.0
2018,,,Ezkio-Itsaso,Por 10.000,Ezkio-Itsaso,0.0
2020,,,Forua,Por 10.000,Forua,0.0
2019,,,Forua,Por 10.000,Forua,0.0
2018,,,Forua,Por 10.000,Forua,0.0
2020,,,Fruiz,Por 10.000,Fruiz,0.0
2018,,,Fruiz,Por 10.000,Fruiz,0.0
2019,,,Fruiz,Por 10.000,Fruiz,0.0
2018,,,Gabiria,Por 10.000,Gabiria,0.0
2020,,,Gabiria,Por 10.000,Gabiria,0.0
2019,,,Gabiria,Por 10.000,Gabiria,0.0
2019,,,Gaintza,Por 10.000,Gaintza,0.0
2018,,,Gaintza,Por 10.000,Gaintza,0.0
2020,,,Gaintza,Por 10.000,Gaintza,0.0
2019,,,Galdakao,Por 10.000,Galdakao,0.7
2018,,,Galdakao,Por 10.000,Galdakao,0.7
2020,,,Galdakao,Por 10.000,Galdakao,2.7
2018,,,Galdames,Por 10.000,Galdames,0.0
2020,,,Galdames,Por 10.000,Galdames,0.0
2019,,,Galdames,Por 10.000,Galdames,0.0
2018,,,Gamiz-Fika,Por 10.000,Gamiz-Fika,0.0
2020,,,Gamiz-Fika,Por 10.000,Gamiz-Fika,0.0
2019,,,Gamiz-Fika,Por 10.000,Gamiz-Fika,0.0
2019,,,Garai,Por 10.000,Garai,0.0
2020,,,Garai,Por 10.000,Garai,0.0
2018,,,Garai,Por 10.000,Garai,0.0
2019,,,Gatika,Por 10.000,Gatika,0.0
2018,,,Gatika,Por 10.000,Gatika,0.0
2020,,,Gatika,Por 10.000,Gatika,0.0
2020,,,Gautegiz Arteaga,Por 10.000,Gautegiz Arteaga,0.0
2018,,,Gautegiz Arteaga,Por 10.000,Gautegiz Arteaga,0.0
2019,,,Gautegiz Arteaga,Por 10.000,Gautegiz Arteaga,0.0
2018,,,Gaztelu,Por 10.000,Gaztelu,0.0
2019,,,Gaztelu,Por 10.000,Gaztelu,0.0
2020,,,Gaztelu,Por 10.000,Gaztelu,0.0
2019,,,Gernika-Lumo,Por 10.000,Gernika-Lumo,1.1
2020,,,Gernika-Lumo,Por 10.000,Gernika-Lumo,4.6
2018,,,Gernika-Lumo,Por 10.000,Gernika-Lumo,2.3
2019,,,Getaria,Por 10.000,Getaria,0.0
2018,,,Getaria,Por 10.000,Getaria,0.0
2020,,,Getaria,Por 10.000,Getaria,7.0
2020,,,Getxo,Por 10.000,Getxo,1.5
2019,,,Getxo,Por 10.000,Getxo,2.7
2018,,,Getxo,Por 10.000,Getxo,2.9
2018,,,Gizaburuaga,Por 10.000,Gizaburuaga,0.0
2020,,,Gizaburuaga,Por 10.000,Gizaburuaga,0.0
2019,,,Gizaburuaga,Por 10.000,Gizaburuaga,0.0
2019,,,Gordexola,Por 10.000,Gordexola,24.2
2018,,,Gordexola,Por 10.000,Gordexola,0.0
2020,,,Gordexola,Por 10.000,Gordexola,0.0
2020,,,Gorliz,Por 10.000,Gorliz,0.0
2018,,,Gorliz,Por 10.000,Gorliz,16.6
2019,,,Gorliz,Por 10.000,Gorliz,6.5
2018,,,Güeñes,Por 10.000,Güeñes,5.9
2020,,,Güeñes,Por 10.000,Güeñes,0.0
2019,,,Güeñes,Por 10.000,Güeñes,8.9
2019,,,Harana/Valle de Arana,Por 10.000,Harana/Valle de Arana,0.0
2020,,,Harana/Valle de Arana,Por 10.000,Harana/Valle de Arana,0.0
2018,,,Harana/Valle de Arana,Por 10.000,Harana/Valle de Arana,0.0
2019,,,Hernani,Por 10.000,Hernani,10.6
2018,,,Hernani,Por 10.000,Hernani,4.9
2020,,,Hernani,Por 10.000,Hernani,2.9
2018,,,Hernialde,Por 10.000,Hernialde,0.0
2019,,,Hernialde,Por 10.000,Hernialde,66.2
2020,,,Hernialde,Por 10.000,Hernialde,0.0
2020,,,Hondarribia,Por 10.000,Hondarribia,7.0
2018,,,Hondarribia,Por 10.000,Hondarribia,7.0
2019,,,Hondarribia,Por 10.000,Hondarribia,1.2
2018,,,Ibarra,Por 10.000,Ibarra,0.0
2019,,,Ibarra,Por 10.000,Ibarra,4.7
2020,,,Ibarra,Por 10.000,Ibarra,4.8
2020,,,Ibarrangelu,Por 10.000,Ibarrangelu,0.0
2018,,,Ibarrangelu,Por 10.000,Ibarrangelu,65.8
2019,,,Ibarrangelu,Por 10.000,Ibarrangelu,0.0
2018,,,Idiazabal,Por 10.000,Idiazabal,0.0
2019,,,Idiazabal,Por 10.000,Idiazabal,0.0
2020,,,Idiazabal,Por 10.000,Idiazabal,0.0
2020,,,Igorre,Por 10.000,Igorre,4.7
2019,,,Igorre,Por 10.000,Igorre,4.6
2018,,,Igorre,Por 10.000,Igorre,0.0
2018,,,Ikaztegieta,Por 10.000,Ikaztegieta,0.0
2020,,,Ikaztegieta,Por 10.000,Ikaztegieta,0.0
2019,,,Ikaztegieta,Por 10.000,Ikaztegieta,0.0
2019,,,Irun,Por 10.000,Irun,3.9
2018,,,Irun,Por 10.000,Irun,4.5
2020,,,Irun,Por 10.000,Irun,8.4
2018,,,Iruña Oka/Iruña de Oca,Por 10.000,Iruña Oka/Iruña de Oca,0.0
2019,,,Iruña Oka/Iruña de Oca,Por 10.000,Iruña Oka/Iruña de Oca,0.0
2020,,,Iruña Oka/Iruña de Oca,Por 10.000,Iruña Oka/Iruña de Oca,0.0
2018,,,Irura,Por 10.000,Irura,0.0
2020,,,Irura,Por 10.000,Irura,0.0
2019,,,Irura,Por 10.000,Irura,0.0
2018,,,Iruraiz-Gauna,Por 10.000,Iruraiz-Gauna,0.0
2019,,,Iruraiz-Gauna,Por 10.000,Iruraiz-Gauna,0.0
2020,,,Iruraiz-Gauna,Por 10.000,Iruraiz-Gauna,0.0
2018,,,Ispaster,Por 10.000,Ispaster,0.0
2020,,,Ispaster,Por 10.000,Ispaster,0.0
2019,,,Ispaster,Por 10.000,Ispaster,0.0
2020,,,Itsasondo,Por 10.000,Itsasondo,0.0
2019,,,Itsasondo,Por 10.000,Itsasondo,0.0
2018,,,Itsasondo,Por 10.000,Itsasondo,0.0
2020,,,Iurreta,Por 10.000,Iurreta,5.3
2018,,,Iurreta,Por 10.000,Iurreta,5.3
2019,,,Iurreta,Por 10.000,Iurreta,0.0
2019,,,Izurtza,Por 10.000,Izurtza,0.0
2018,,,Izurtza,Por 10.000,Izurtza,0.0
2020,,,Izurtza,Por 10.000,Izurtza,0.0
2018,,,Karrantza Harana/Valle de Carranza,Por 10.000,Karrantza Harana/Valle de Carranza,0.0
2020,,,Karrantza Harana/Valle de Carranza,Por 10.000,Karrantza Harana/Valle de Carranza,0.0
2019,,,Karrantza Harana/Valle de Carranza,Por 10.000,Karrantza Harana/Valle de Carranza,0.0
2019,,,Kortezubi,Por 10.000,Kortezubi,0.0
2018,,,Kortezubi,Por 10.000,Kortezubi,0.0
2020,,,Kortezubi,Por 10.000,Kortezubi,0.0
2019,,,Kripan,Por 10.000,Kripan,0.0
2020,,,Kripan,Por 10.000,Kripan,0.0
2018,,,Kripan,Por 10.000,Kripan,0.0
2019,,,Kuartango,Por 10.000,Kuartango,0.0
2018,,,Kuartango,Por 10.000,Kuartango,0.0
2020,,,Kuartango,Por 10.000,Kuartango,0.0
2020,,,Labastida/Bastida,Por 10.000,Labastida/Bastida,0.0
2019,,,Labastida/Bastida,Por 10.000,Labastida/Bastida,0.0
2018,,,Labastida/Bastida,Por 10.000,Labastida/Bastida,13.4
2020,,,Lagrán,Por 10.000,Lagrán,0.0
2019,,,Lagrán,Por 10.000,Lagrán,0.0
2018,,,Lagrán,Por 10.000,Lagrán,0.0
