Year,Territorio,Comarca,Municipio,Units,GeoCode,Value
2014,,,,Porcentaje,,1.3
2010,,,,Porcentaje,,0.8
2021,,,,Porcentaje,,3.5
2018,,,,Porcentaje,,2.0
2019,,,,Porcentaje,,2.5
2013,,,,Porcentaje,,1.2
2012,,,,Porcentaje,,1.1
2023,,,,Porcentaje,,4.8
2016,,,,Porcentaje,,1.5
2009,,,,Porcentaje,,0.7
2011,,,,Porcentaje,,0.9
2020,,,,Porcentaje,,3.0
2015,,,,Porcentaje,,1.3
2022,,,,Porcentaje,,4.1
2017,,,,Porcentaje,,1.9
2008,,,,Porcentaje,,0.6
2012,,,Abadiño,Porcentaje,Abadiño,0.5
2017,,,Abadiño,Porcentaje,Abadiño,0.3
2013,,,Abadiño,Porcentaje,Abadiño,0.5
2011,,,Abadiño,Porcentaje,Abadiño,0.5
2019,,,Abadiño,Porcentaje,Abadiño,3.8
2014,,,Abadiño,Porcentaje,Abadiño,0.5
2010,,,Abadiño,Porcentaje,Abadiño,0.3
2022,,,Abadiño,Porcentaje,Abadiño,5.5
2020,,,Abadiño,Porcentaje,Abadiño,5.3
2016,,,Abadiño,Porcentaje,Abadiño,0.3
2015,,,Abadiño,Porcentaje,Abadiño,0.5
2018,,,Abadiño,Porcentaje,Abadiño,0.3
2023,,,Abadiño,Porcentaje,Abadiño,5.6
2021,,,Abadiño,Porcentaje,Abadiño,5.6
2018,,,Abaltzisketa,Porcentaje,Abaltzisketa,1.0
2023,,,Abaltzisketa,Porcentaje,Abaltzisketa,2.2
2015,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2021,,,Abaltzisketa,Porcentaje,Abaltzisketa,2.2
2016,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2012,,,Abaltzisketa,Porcentaje,Abaltzisketa,1.1
2022,,,Abaltzisketa,Porcentaje,Abaltzisketa,2.2
2010,,,Abaltzisketa,Porcentaje,Abaltzisketa,1.1
2014,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2017,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2020,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.8
2013,,,Abaltzisketa,Porcentaje,Abaltzisketa,1.1
2019,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.8
2011,,,Abaltzisketa,Porcentaje,Abaltzisketa,1.1
2019,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.1
2021,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.3
2014,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2022,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.3
2010,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2011,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2015,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2018,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,1.9
2017,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2013,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2012,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2020,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.3
2016,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2023,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.3
2013,,,Aduna,Porcentaje,Aduna,0.0
2021,,,Aduna,Porcentaje,Aduna,0.0
2014,,,Aduna,Porcentaje,Aduna,0.0
2020,,,Aduna,Porcentaje,Aduna,0.0
2011,,,Aduna,Porcentaje,Aduna,0.0
2010,,,Aduna,Porcentaje,Aduna,0.0
2016,,,Aduna,Porcentaje,Aduna,0.0
2012,,,Aduna,Porcentaje,Aduna,0.0
2023,,,Aduna,Porcentaje,Aduna,0.0
2022,,,Aduna,Porcentaje,Aduna,0.0
2018,,,Aduna,Porcentaje,Aduna,0.0
2019,,,Aduna,Porcentaje,Aduna,0.0
2017,,,Aduna,Porcentaje,Aduna,0.0
2015,,,Aduna,Porcentaje,Aduna,0.0
2014,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.3
2010,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.4
2021,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.1
2019,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.4
2016,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.4
2015,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.3
2011,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.3
2013,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.3
2020,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.4
2018,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.4
2017,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.4
2023,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.1
2022,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2012,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.3
2022,,,Aia,Porcentaje,Aia,2.1
2017,,,Aia,Porcentaje,Aia,0.6
2013,,,Aia,Porcentaje,Aia,0.5
2016,,,Aia,Porcentaje,Aia,0.5
2010,,,Aia,Porcentaje,Aia,0.4
2020,,,Aia,Porcentaje,Aia,1.2
2019,,,Aia,Porcentaje,Aia,1.6
2011,,,Aia,Porcentaje,Aia,0.7
2023,,,Aia,Porcentaje,Aia,2.1
2014,,,Aia,Porcentaje,Aia,0.5
2012,,,Aia,Porcentaje,Aia,0.7
2021,,,Aia,Porcentaje,Aia,1.9
2015,,,Aia,Porcentaje,Aia,0.5
2018,,,Aia,Porcentaje,Aia,0.6
2022,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.9
2014,,,Aizarnazabal,Porcentaje,Aizarnazabal,1.6
2015,,,Aizarnazabal,Porcentaje,Aizarnazabal,1.6
2012,,,Aizarnazabal,Porcentaje,Aizarnazabal,2.3
2019,,,Aizarnazabal,Porcentaje,Aizarnazabal,1.6
2017,,,Aizarnazabal,Porcentaje,Aizarnazabal,1.5
2016,,,Aizarnazabal,Porcentaje,Aizarnazabal,1.7
2013,,,Aizarnazabal,Porcentaje,Aizarnazabal,2.3
2023,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.9
2010,,,Aizarnazabal,Porcentaje,Aizarnazabal,2.4
2021,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.9
2018,,,Aizarnazabal,Porcentaje,Aizarnazabal,1.6
2011,,,Aizarnazabal,Porcentaje,Aizarnazabal,2.3
2020,,,Aizarnazabal,Porcentaje,Aizarnazabal,1.6
2011,,,Ajangiz,Porcentaje,Ajangiz,4.0
2017,,,Ajangiz,Porcentaje,Ajangiz,3.8
2019,,,Ajangiz,Porcentaje,Ajangiz,3.8
2013,,,Ajangiz,Porcentaje,Ajangiz,4.5
2015,,,Ajangiz,Porcentaje,Ajangiz,4.0
2021,,,Ajangiz,Porcentaje,Ajangiz,4.0
2016,,,Ajangiz,Porcentaje,Ajangiz,3.7
2014,,,Ajangiz,Porcentaje,Ajangiz,4.5
2022,,,Ajangiz,Porcentaje,Ajangiz,4.0
2020,,,Ajangiz,Porcentaje,Ajangiz,3.8
2018,,,Ajangiz,Porcentaje,Ajangiz,3.7
2023,,,Ajangiz,Porcentaje,Ajangiz,14.9
2012,,,Ajangiz,Porcentaje,Ajangiz,4.0
2010,,,Ajangiz,Porcentaje,Ajangiz,1.8
2014,,,Albiztur,Porcentaje,Albiztur,0.0
2015,,,Albiztur,Porcentaje,Albiztur,0.0
2012,,,Albiztur,Porcentaje,Albiztur,0.0
2022,,,Albiztur,Porcentaje,Albiztur,0.0
2013,,,Albiztur,Porcentaje,Albiztur,0.0
2011,,,Albiztur,Porcentaje,Albiztur,0.0
2023,,,Albiztur,Porcentaje,Albiztur,0.0
2017,,,Albiztur,Porcentaje,Albiztur,0.0
2021,,,Albiztur,Porcentaje,Albiztur,0.0
2018,,,Albiztur,Porcentaje,Albiztur,0.0
2020,,,Albiztur,Porcentaje,Albiztur,0.0
2010,,,Albiztur,Porcentaje,Albiztur,0.0
2019,,,Albiztur,Porcentaje,Albiztur,0.0
2016,,,Albiztur,Porcentaje,Albiztur,0.0
2016,,,Alegia,Porcentaje,Alegia,0.0
2012,,,Alegia,Porcentaje,Alegia,0.0
2017,,,Alegia,Porcentaje,Alegia,0.5
2013,,,Alegia,Porcentaje,Alegia,0.0
2021,,,Alegia,Porcentaje,Alegia,0.5
2014,,,Alegia,Porcentaje,Alegia,0.0
2020,,,Alegia,Porcentaje,Alegia,0.5
2018,,,Alegia,Porcentaje,Alegia,0.5
2019,,,Alegia,Porcentaje,Alegia,0.5
2010,,,Alegia,Porcentaje,Alegia,0.0
2015,,,Alegia,Porcentaje,Alegia,0.0
2022,,,Alegia,Porcentaje,Alegia,0.5
2023,,,Alegia,Porcentaje,Alegia,0.5
2011,,,Alegia,Porcentaje,Alegia,0.0
2023,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,1.4
2016,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.3
2017,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.3
2010,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.2
2020,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,1.0
2015,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.3
2021,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,1.0
2012,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.2
2018,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.5
2014,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.3
2022,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,1.4
2013,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.5
2019,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,1.0
2011,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.2
2020,,,Alkiza,Porcentaje,Alkiza,0.4
2023,,,Alkiza,Porcentaje,Alkiza,2.6
2014,,,Alkiza,Porcentaje,Alkiza,0.2
2010,,,Alkiza,Porcentaje,Alkiza,0.2
2013,,,Alkiza,Porcentaje,Alkiza,0.2
2021,,,Alkiza,Porcentaje,Alkiza,0.4
